Reading,seconds_from_UTC_00:00:00],Lon[deg],Lat[deg],CV-0.5m,IV-0.5m
6467,75617.422,-105.07611280,39.01792086,-16.992,-0.713
6468,75617.609,-105.07611168,39.01792279,-16.133,-0.727
6469,75617.813,-105.07611046,39.01792490,-16.719,-0.726
6470,75618.000,-105.07610933,39.01792683,-17.070,-0.694
6471,75618.191,-105.07610844,39.01792878,-14.883,-0.743
6472,75618.365,-105.07610763,39.01793054,-16.758,-0.720
6473,75618.572,-105.07610666,39.01793265,-17.148,-0.702
6474,75618.762,-105.07610578,39.01793458,-16.602,-0.753
6475,75618.953,-105.07610488,39.01793652,-17.461,-0.713
6476,75619.146,-105.07610391,39.01793858,-17.578,-0.702
6477,75619.319,-105.07610302,39.01794045,-16.016,-0.750
6478,75619.507,-105.07610205,39.01794249,-17.812,-0.737
6479,75619.652,-105.07610130,39.01794407,-18.125,-0.699
6480,75619.841,-105.07610032,39.01794611,-17.188,-0.738
6481,75620.016,-105.07609939,39.01794799,-17.656,-0.722
6482,75620.233,-105.07609795,39.01795012,-18.086,-0.749
6483,75620.433,-105.07609661,39.01795209,-16.172,-0.832
6484,75620.633,-105.07609528,39.01795406,-17.773,-0.829
6485,75620.834,-105.07609394,39.01795603,-18.047,-0.753
6486,75621.032,-105.07609263,39.01795797,-17.109,-0.762
6487,75621.223,-105.07609142,39.01795982,-18.047,-0.718
6488,75621.413,-105.07609022,39.01796166,-18.633,-0.709
6489,75621.619,-105.07608891,39.01796365,-17.539,-0.775
6490,75621.810,-105.07608770,39.01796550,-18.906,-0.755
6491,75622.000,-105.07608650,39.01796733,-19.023,-0.713
6492,75622.185,-105.07608505,39.01796884,-18.438,-0.749
6493,75622.369,-105.07608361,39.01797035,-17.969,-0.695
6494,75622.554,-105.07608216,39.01797186,-17.383,-0.676
6495,75622.738,-105.07608072,39.01797336,-15.469,-0.687
6496,75622.939,-105.07607914,39.01797500,-16.719,-0.670
6497,75623.127,-105.07607759,39.01797656,-14.531,-0.630
6498,75623.318,-105.07607596,39.01797815,-15.703,-0.681
6499,75623.508,-105.07607435,39.01797973,-16.953,-0.647
6500,75623.714,-105.07607259,39.01798145,-18.164,-0.712
6501,75623.889,-105.07607111,39.01798291,-17.695,-0.770
6502,75624.074,-105.07606965,39.01798455,-19.219,-0.735
6503,75624.250,-105.07606842,39.01798625,-18.359,-0.724
6504,75624.441,-105.07606708,39.01798810,-18.008,-0.752
6505,75624.618,-105.07606584,39.01798981,-17.656,-0.693
6506,75624.809,-105.07606450,39.01799165,-18.867,-0.709
6507,75624.985,-105.07606327,39.01799335,-17.773,-0.706
6508,75625.184,-105.07606197,39.01799509,-18.750,-0.668
6509,75625.383,-105.07606068,39.01799682,-18.086,-0.673
6510,75625.584,-105.07605937,39.01799856,-17.891,-0.716
6511,75625.783,-105.07605807,39.01800029,-17.734,-0.660
6512,75625.984,-105.07605677,39.01800203,-18.203,-0.716
6513,75626.188,-105.07605573,39.01800405,-18.203,-0.749
6514,75626.375,-105.07605479,39.01800592,-19.141,-0.709
6515,75626.563,-105.07605385,39.01800780,-18.320,-0.720
6516,75626.735,-105.07605299,39.01800952,-17.773,-0.753
6517,75626.938,-105.07605198,39.01801155,-18.281,-0.749
6518,75627.123,-105.07605130,39.01801325,-18.984,-0.758
6519,75627.308,-105.07605074,39.01801489,-18.828,-0.777
6520,75627.508,-105.07605014,39.01801665,-19.453,-0.746
6521,75627.693,-105.07604959,39.01801829,-19.727,-0.643
6522,75627.877,-105.07604904,39.01801991,-18.047,-0.640
6523,75628.065,-105.07604827,39.01802136,-18.008,-0.614
6524,75628.258,-105.07604708,39.01802242,-17.930,-0.570
6525,75628.452,-105.07604588,39.01802349,-17.852,-0.688
6526,75628.645,-105.07604469,39.01802455,-17.969,-0.737
6527,75628.854,-105.07604340,39.01802570,-19.414,-0.688
6528,75629.042,-105.07604230,39.01802676,-18.477,-0.694
6529,75629.208,-105.07604149,39.01802782,-18.672,-0.684
6530,75629.375,-105.07604069,39.01802888,-18.516,-0.645
6531,75629.541,-105.07603988,39.01802993,-18.906,-0.720
6532,75629.708,-105.07603908,39.01803099,-17.227,-0.780
6533,75629.875,-105.07603827,39.01803204,-18.164,-0.767
6534,75630.070,-105.07603703,39.01803338,-18.125,-0.721
6535,75630.281,-105.07603509,39.01803503,-17.266,-0.758
6536,75630.491,-105.07603317,39.01803668,-17.695,-0.743
6537,75630.702,-105.07603123,39.01803833,-18.359,-0.722
6538,75630.912,-105.07602930,39.01803998,-17.812,-0.757
6539,75631.110,-105.07602751,39.01804147,-19.336,-0.710
6540,75631.297,-105.07602583,39.01804284,-18.750,-0.624
6541,75631.500,-105.07602400,39.01804433,-17.578,-0.652
6542,75631.688,-105.07602231,39.01804571,-18.477,-0.663
6543,75631.875,-105.07602062,39.01804708,-18.945,-0.679
6544,75632.063,-105.07601909,39.01804846,-18.203,-0.747
6545,75632.250,-105.07601788,39.01804983,-18.984,-0.732
6546,75632.438,-105.07601665,39.01805121,-18.750,-0.682
6547,75632.641,-105.07601533,39.01805270,-16.484,-0.675
6548,75632.829,-105.07601411,39.01805408,-16.836,-0.668
6549,75633.016,-105.07601290,39.01805547,-16.641,-0.661
6550,75633.201,-105.07601173,39.01805707,-16.055,-0.720
6551,75633.385,-105.07601056,39.01805867,-17.695,-0.699
6552,75633.570,-105.07600939,39.01806027,-17.695,-0.677
6553,75633.754,-105.07600823,39.01806187,-16.523,-0.724
6554,75633.939,-105.07600705,39.01806347,-17.383,-0.722
6555,75634.133,-105.07600580,39.01806515,-17.422,-0.721
6556,75634.309,-105.07600466,39.01806667,-15.508,-0.767
6557,75634.485,-105.07600351,39.01806821,-16.680,-0.770
6558,75634.676,-105.07600227,39.01806986,-16.562,-0.735
6559,75634.852,-105.07600113,39.01807139,-15.703,-0.764
6560,75635.016,-105.07600007,39.01807281,-16.289,-0.751
6561,75635.237,-105.07599879,39.01807476,-15.742,-0.742
6562,75635.441,-105.07599760,39.01807656,-14.102,-0.775
6563,75635.644,-105.07599641,39.01807835,-16.367,-0.761
6564,75635.848,-105.07599522,39.01808016,-17.070,-0.727
6565,75636.064,-105.07599378,39.01808206,-16.484,-0.751
6566,75636.254,-105.07599213,39.01808374,-17.070,-0.711
6567,75636.445,-105.07599048,39.01808543,-16.992,-0.701
6568,75636.635,-105.07598883,39.01808710,-14.531,-0.744
6569,75636.825,-105.07598718,39.01808879,-17.148,-0.726
6570,75637.015,-105.07598553,39.01809045,-12.461,-0.680
6571,75637.200,-105.07598387,39.01809197,-14.219,-0.690
6572,75637.400,-105.07598207,39.01809360,-16.562,-0.664
6573,75637.585,-105.07598040,39.01809511,-18.242,-0.680
6574,75637.769,-105.07597874,39.01809662,-18.320,-0.713
6575,75637.939,-105.07597722,39.01809800,-19.922,-0.654
6576,75638.137,-105.07597541,39.01809973,-18.438,-0.616
6577,75638.319,-105.07597374,39.01810137,-17.500,-0.635
6578,75638.500,-105.07597208,39.01810300,-17.383,-0.555
6579,75638.697,-105.07597028,39.01810477,-18.320,-0.600
6580,75638.879,-105.07596861,39.01810641,-17.461,-0.690
6581,75639.058,-105.07596709,39.01810798,-19.180,-0.660
6582,75639.220,-105.07596596,39.01810930,-19.492,-0.604
6583,75639.411,-105.07596462,39.01811086,-18.750,-0.664
6584,75639.589,-105.07596338,39.01811231,-18.711,-0.634
6585,75639.780,-105.07596204,39.01811387,-18.438,-0.655
6586,75639.942,-105.07596091,39.01811519,-15.781,-0.718
6587,75640.153,-105.07595948,39.01811753,-17.461,-0.726
6588,75640.356,-105.07595813,39.01811999,-16.406,-0.648
6589,75640.576,-105.07595666,39.01812267,-16.016,-0.662
6590,75640.762,-105.07595542,39.01812494,-17.695,-0.613
6591,75640.966,-105.07595406,39.01812742,-18.750,-0.644
6592,75641.175,-105.07595287,39.01812944,-16.680,-0.722
6593,75641.365,-105.07595183,39.01813118,-17.070,-0.710
6594,75641.556,-105.07595078,39.01813293,-15.195,-0.601
6595,75641.746,-105.07594973,39.01813467,-14.336,-0.571
6596,75641.953,-105.07594859,39.01813657,-15.469,-0.502
6597,75642.112,-105.07594781,39.01813778,-16.719,-0.526
6598,75642.318,-105.07594685,39.01813922,-16.953,-0.664
6599,75642.508,-105.07594596,39.01814055,-17.891,-0.712
6600,75642.715,-105.07594500,39.01814200,-18.242,-0.705
6601,75642.905,-105.07594411,39.01814333,-17.109,-0.755
6602,75643.093,-105.07594320,39.01814480,-16.914,-0.713
6603,75643.293,-105.07594220,39.01814654,-17.344,-0.671
6604,75643.462,-105.07594136,39.01814800,-17.539,-0.763
6605,75643.646,-105.07594044,39.01814960,-17.969,-0.732
6606,75643.846,-105.07593944,39.01815133,-18.945,-0.684
6607,75644.031,-105.07593839,39.01815288,-18.594,-0.686
6608,75644.209,-105.07593675,39.01815410,-18.594,-0.731
6609,75644.389,-105.07593510,39.01815532,-19.492,-0.668
6610,75644.567,-105.07593347,39.01815654,-18.594,-0.701
6611,75644.761,-105.07593169,39.01815787,-18.516,-0.648
6612,75644.926,-105.07593018,39.01815899,-18.828,-0.565
6613,75645.129,-105.07592843,39.01816051,-17.461,-0.553
6614,75645.323,-105.07592681,39.01816203,-18.047,-0.566
6615,75645.516,-105.07592520,39.01816354,-18.594,-0.567
6616,75645.710,-105.07592358,39.01816506,-18.438,-0.698
6617,75645.920,-105.07592184,39.01816670,-18.789,-0.765
6618,75646.111,-105.07592015,39.01816803,-19.844,-0.773
6619,75646.286,-105.07591855,39.01816914,-19.453,-0.778
6620,75646.477,-105.07591680,39.01817035,-19.766,-0.740
6621,75646.683,-105.07591491,39.01817166,-19.336,-0.711
6622,75646.873,-105.07591316,39.01817286,-18.242,-0.768
6623,75647.063,-105.07591171,39.01817398,-17.891,-0.727
6624,75647.266,-105.07591076,39.01817500,-17.852,-0.655
6625,75647.454,-105.07590988,39.01817594,-17.344,-0.584
6626,75647.641,-105.07590901,39.01817687,-18.164,-0.599
6627,75647.813,-105.07590821,39.01817773,-18.242,-0.580
6628,75648.000,-105.07590733,39.01817867,-18.125,-0.685
6629,75648.204,-105.07590614,39.01817989,-18.438,-0.726
6630,75648.391,-105.07590505,39.01818101,-18.008,-0.647
6631,75648.579,-105.07590396,39.01818214,-15.000,-0.593
6632,75648.782,-105.07590277,39.01818336,-15.664,-0.533
6633,75648.969,-105.07590168,39.01818448,-16.836,-0.529
6634,75649.150,-105.07590070,39.01818574,-18.828,-0.641
6635,75649.329,-105.07589975,39.01818702,-18.789,-0.662
6636,75649.508,-105.07589879,39.01818831,-18.984,-0.595
6637,75649.687,-105.07589784,39.01818959,-17.891,-0.621
6638,75649.866,-105.07589688,39.01819088,-17.188,-0.641
6639,75650.066,-105.07589575,39.01819222,-17.031,-0.597
6640,75650.262,-105.07589451,39.01819336,-17.461,-0.623
6641,75650.460,-105.07589326,39.01819451,-16.680,-0.690
6642,75650.656,-105.07589201,39.01819566,-18.242,-0.690
6643,75650.853,-105.07589076,39.01819681,-18.867,-0.659
6644,75651.047,-105.07588955,39.01819793,-18.828,-0.694
6645,75651.250,-105.07588833,39.01819904,-18.477,-0.711
6646,75651.438,-105.07588721,39.01820008,-17.969,-0.693
6647,75651.625,-105.07588608,39.01820110,-16.875,-0.773
6648,75651.829,-105.07588486,39.01820223,-16.719,-0.735
6649,75652.000,-105.07588383,39.01820317,-17.578,-0.672
6650,75673.111,-105.07587348,39.01818587,-16.836,-0.816
6651,75673.301,-105.07587402,39.01818423,-15.312,-0.822
6652,75673.508,-105.07587461,39.01818243,-17.344,-0.818
6653,75673.698,-105.07587514,39.01818078,-18.086,-0.782
6654,75673.889,-105.07587569,39.01817913,-18.320,-0.798
6655,75674.087,-105.07587654,39.01817732,-18.047,-0.796
6656,75674.247,-105.07587752,39.01817578,-15.977,-0.791
6657,75674.420,-105.07587859,39.01817410,-14.844,-0.820
6658,75674.595,-105.07587967,39.01817242,-16.875,-0.796
6659,75674.783,-105.07588083,39.01817060,-17.031,-0.764
6660,75674.957,-105.07588190,39.01816891,-17.812,-0.805
6661,75675.153,-105.07588347,39.01816725,-17.891,-0.786
6662,75675.372,-105.07588533,39.01816546,-15.820,-0.735
6663,75675.577,-105.07588707,39.01816379,-14.961,-0.764
6664,75675.764,-105.07588866,39.01816226,-17.578,-0.715
6665,75675.966,-105.07589038,39.01816061,-18.789,-0.663
6666,75676.168,-105.07589243,39.01815918,-18.633,-0.704
6667,75676.354,-105.07589439,39.01815791,-18.750,-0.655
6668,75676.537,-105.07589631,39.01815666,-17.539,-0.582
6669,75676.738,-105.07589842,39.01815529,-16.172,-0.681
6670,75676.922,-105.07590035,39.01815403,-17.344,-0.670
6671,75677.094,-105.07590170,39.01815259,-18.750,-0.633
6672,75677.280,-105.07590275,39.01815079,-17.305,-0.672
6673,75677.484,-105.07590391,39.01814882,-17.656,-0.672
6674,75677.671,-105.07590497,39.01814701,-17.578,-0.646
6675,75677.859,-105.07590603,39.01814520,-17.148,-0.746
6676,75678.047,-105.07590711,39.01814344,-17.812,-0.810
6677,75678.254,-105.07590836,39.01814172,-18.945,-0.769
6678,75678.428,-105.07590940,39.01814027,-18.672,-0.775
6679,75678.635,-105.07591064,39.01813854,-18.359,-0.797
6680,75678.809,-105.07591169,39.01813709,-17.188,-0.692
6681,75679.014,-105.07591290,39.01813535,-17.148,-0.695
6682,75679.180,-105.07591365,39.01813358,-17.109,-0.712
6683,75679.348,-105.07591440,39.01813179,-18.633,-0.671
6684,75679.528,-105.07591521,39.01812987,-19.062,-0.685
6685,75679.695,-105.07591596,39.01812809,-18.516,-0.734
6686,75679.847,-105.07591665,39.01812646,-19.023,-0.687
6687,75680.037,-105.07591756,39.01812454,-17.969,-0.690
6688,75680.255,-105.07591890,39.01812280,-16.016,-0.707
6689,75680.473,-105.07592025,39.01812105,-18.242,-0.644
6690,75680.691,-105.07592159,39.01811931,-19.414,-0.595
6691,75680.926,-105.07592304,39.01811743,-18.555,-0.659
6692,75681.123,-105.07592455,39.01811579,-18.242,-0.682
6693,75681.306,-105.07592610,39.01811423,-17.227,-0.671
6694,75681.493,-105.07592769,39.01811265,-15.742,-0.751
6695,75681.676,-105.07592924,39.01811109,-15.820,-0.739
6696,75681.862,-105.07593083,39.01810951,-18.398,-0.646
6697,75682.061,-105.07593248,39.01810782,-18.320,-0.656
6698,75682.246,-105.07593393,39.01810628,-18.516,-0.681
6699,75682.430,-105.07593537,39.01810475,-17.891,-0.609
6700,75682.615,-105.07593682,39.01810321,-17.266,-0.675
6701,75682.799,-105.07593826,39.01810167,-16.445,-0.682
6702,75682.984,-105.07593971,39.01810013,-17.969,-0.620
6703,75683.174,-105.07594137,39.01809878,-17.109,-0.622
6704,75683.365,-105.07594306,39.01809745,-17.109,-0.667
6705,75683.571,-105.07594488,39.01809600,-16.914,-0.635
6706,75683.762,-105.07594657,39.01809466,-16.602,-0.713
6707,75683.952,-105.07594824,39.01809333,-16.602,-0.761
6708,75684.120,-105.07594961,39.01809192,-19.219,-0.708
6709,75684.280,-105.07595086,39.01809048,-17.656,-0.678
6710,75684.441,-105.07595212,39.01808903,-17.539,-0.671
6711,75684.600,-105.07595337,39.01808760,-18.398,-0.588
6712,75684.775,-105.07595473,39.01808603,-17.578,-0.605
6713,75684.934,-105.07595598,39.01808459,-16.250,-0.675
6714,75685.134,-105.07595733,39.01808288,-17.969,-0.648
6715,75685.359,-105.07595872,39.01808100,-18.477,-0.650
6716,75685.586,-105.07596012,39.01807911,-18.320,-0.679
6717,75685.812,-105.07596151,39.01807723,-17.734,-0.579
6718,75686.031,-105.07596284,39.01807540,-15.547,-0.589
6719,75686.231,-105.07596394,39.01807370,-14.727,-0.722
6720,75686.414,-105.07596495,39.01807214,-16.172,-0.747
6721,75686.615,-105.07596605,39.01807044,-17.969,-0.695
6722,75686.799,-105.07596706,39.01806887,-18.281,-0.734
6723,75686.969,-105.07596800,39.01806743,-18.477,-0.689
6724,75687.150,-105.07596917,39.01806589,-17.305,-0.699
6725,75687.349,-105.07597049,39.01806420,-15.938,-0.787
6726,75687.530,-105.07597170,39.01806266,-16.289,-0.732
6727,75687.713,-105.07597292,39.01806111,-17.305,-0.645
6728,75687.910,-105.07597423,39.01805943,-17.422,-0.636
6729,75688.096,-105.07597568,39.01805783,-17.305,-0.661
6730,75688.270,-105.07597722,39.01805633,-16.250,-0.698
6731,75688.460,-105.07597890,39.01805468,-15.898,-0.766
6732,75688.666,-105.07598072,39.01805289,-17.695,-0.741
6733,75688.857,-105.07598240,39.01805124,-18.320,-0.698
6734,75689.045,-105.07598409,39.01804964,-17.734,-0.751
6735,75689.247,-105.07598597,39.01804803,-18.164,-0.711
6736,75689.431,-105.07598769,39.01804655,-17.070,-0.660
6737,75689.601,-105.07598927,39.01804520,-15.781,-0.737
6738,75689.785,-105.07599099,39.01804372,-17.383,-0.725
6739,75689.986,-105.07599287,39.01804211,-18.594,-0.682
6740,75690.175,-105.07599437,39.01804051,-18.281,-0.744
6741,75690.366,-105.07599587,39.01803889,-18.047,-0.737
6742,75690.572,-105.07599748,39.01803714,-16.875,-0.698
6743,75690.761,-105.07599896,39.01803553,-16.094,-0.765
6744,75690.952,-105.07600046,39.01803391,-17.656,-0.752
6745,75691.144,-105.07600186,39.01803209,-19.023,-0.731
6746,75691.339,-105.07600326,39.01803017,-18.984,-0.771
6747,75691.531,-105.07600464,39.01802828,-18.867,-0.751
6748,75691.726,-105.07600604,39.01802636,-18.750,-0.695
6749,75691.918,-105.07600742,39.01802447,-17.695,-0.766
6750,75692.125,-105.07600862,39.01802229,-18.008,-0.743
6751,75692.312,-105.07600956,39.01802023,-19.258,-0.672
6752,75692.500,-105.07601050,39.01801817,-18.516,-0.646
6753,75692.687,-105.07601143,39.01801611,-18.359,-0.641
6754,75692.875,-105.07601238,39.01801404,-18.672,-0.587
6755,75693.062,-105.07601315,39.01801219,-18.242,-0.680
6756,75693.250,-105.07601363,39.01801075,-18.867,-0.719
6757,75693.453,-105.07601413,39.01800919,-19.883,-0.630
6758,75693.641,-105.07601460,39.01800775,-19.258,-0.635
6759,75693.828,-105.07601507,39.01800632,-18.672,-0.653
6760,75694.015,-105.07601560,39.01800489,-18.242,-0.610
6761,75694.191,-105.07601671,39.01800363,-17.344,-0.673
6762,75694.368,-105.07601783,39.01800236,-16.250,-0.764
6763,75694.544,-105.07601895,39.01800110,-17.852,-0.733
6764,75694.736,-105.07602016,39.01799972,-18.047,-0.741
6765,75694.912,-105.07602128,39.01799846,-17.148,-0.798
6766,75695.112,-105.07602271,39.01799693,-17.422,-0.774
6767,75695.291,-105.07602411,39.01799551,-17.109,-0.697
6768,75695.485,-105.07602563,39.01799396,-16.562,-0.738
6769,75695.694,-105.07602727,39.01799228,-17.891,-0.698
6770,75695.886,-105.07602877,39.01799075,-19.375,-0.595
6771,75696.079,-105.07603039,39.01798923,-19.062,-0.652
6772,75696.268,-105.07603213,39.01798778,-18.320,-0.715
6773,75696.476,-105.07603403,39.01798619,-16.836,-0.722
6774,75696.649,-105.07603562,39.01798485,-15.273,-0.786
6775,75696.841,-105.07603738,39.01798338,-16.445,-0.751
6776,75697.030,-105.07603893,39.01798189,-18.867,-0.648
6777,75697.223,-105.07603954,39.01798013,-18.242,-0.687
6778,75697.428,-105.07604019,39.01797824,-17.422,-0.706
6779,75697.619,-105.07604079,39.01797649,-17.539,-0.636
6780,75697.825,-105.07604145,39.01797460,-17.070,-0.689
6781,75698.016,-105.07604201,39.01797285,-16.055,-0.747
6782,75698.187,-105.07604216,39.01797122,-17.812,-0.742
6783,75698.375,-105.07604231,39.01796944,-17.930,-0.728
6784,75698.578,-105.07604248,39.01796751,-17.227,-0.722
6785,75698.766,-105.07604264,39.01796572,-17.773,-0.688
6786,75698.953,-105.07604279,39.01796395,-18.750,-0.616
6787,75699.136,-105.07604381,39.01796244,-18.320,-0.712
6788,75699.297,-105.07604496,39.01796117,-18.086,-0.753
6789,75699.446,-105.07604603,39.01796001,-19.141,-0.684
6790,75699.608,-105.07604719,39.01795874,-16.562,-0.670
6791,75699.784,-105.07604845,39.01795736,-15.977,-0.650
6792,75699.946,-105.07604961,39.01795609,-15.859,-0.607
6793,75700.148,-105.07605084,39.01795463,-15.352,-0.626
6794,75700.389,-105.07605220,39.01795294,-15.625,-0.689
6795,75700.610,-105.07605346,39.01795140,-17.891,-0.623
6796,75700.815,-105.07605462,39.01794996,-18.906,-0.518
6797,75701.044,-105.07605622,39.01794855,-18.398,-0.568
6798,75701.225,-105.07605851,39.01794807,-18.477,-0.575
6799,75701.402,-105.07606076,39.01794759,-18.711,-0.546
6800,75701.583,-105.07606305,39.01794711,-17.773,-0.686
6801,75701.776,-105.07606550,39.01794660,-18.633,-0.816
6802,75701.956,-105.07606778,39.01794612,-20.000,-0.894
6803,75702.143,-105.07606900,39.01794464,-18.594,-0.981
6804,75702.334,-105.07606989,39.01794283,-17.148,-1.136
6805,75702.523,-105.07607078,39.01794103,-18.047,-1.037
6806,75702.714,-105.07607167,39.01793922,-18.008,-0.977
6807,75702.920,-105.07607263,39.01793726,-16.289,-0.996
6808,75703.114,-105.07607390,39.01793560,-17.422,-0.909
6809,75703.311,-105.07607543,39.01793407,-18.867,-0.821
6810,75703.508,-105.07607698,39.01793252,-18.594,-0.798
6811,75703.704,-105.07607852,39.01793098,-18.633,-0.794
6812,75703.901,-105.07608006,39.01792944,-18.359,-0.750
6813,75704.082,-105.07608130,39.01792814,-17.500,-0.787
6814,75704.246,-105.07608223,39.01792706,-17.109,-0.830
6815,75704.411,-105.07608316,39.01792600,-18.711,-0.834
6816,75704.589,-105.07608417,39.01792484,-18.672,-0.869
6817,75704.754,-105.07608510,39.01792377,-18.633,-0.920
6818,75704.918,-105.07608604,39.01792270,-18.164,-0.858
6819,75705.104,-105.07608754,39.01792153,-16.562,-0.779
6820,75705.311,-105.07608961,39.01792025,-15.195,-0.776
6821,75705.517,-105.07609167,39.01791898,-17.422,-0.711
6822,75705.740,-105.07609390,39.01791760,-17.461,-0.661
6823,75705.948,-105.07609598,39.01791632,-17.773,-0.699
6824,75706.160,-105.07609759,39.01791493,-18.516,-0.658
6825,75706.354,-105.07609892,39.01791364,-18.086,-0.690
6826,75706.531,-105.07610013,39.01791246,-16.602,-0.782
6827,75706.726,-105.07610146,39.01791116,-18.008,-0.784
6828,75706.935,-105.07610289,39.01790977,-18.828,-0.734
6829,75707.127,-105.07610422,39.01790845,-18.828,-0.765
6830,75707.317,-105.07610555,39.01790712,-18.594,-0.742
6831,75707.524,-105.07610700,39.01790567,-17.812,-0.653
6832,75707.714,-105.07610833,39.01790434,-17.383,-0.719
6833,75707.888,-105.07610955,39.01790312,-17.031,-0.740
6834,75708.076,-105.07611083,39.01790173,-17.148,-0.714
6835,75708.277,-105.07611213,39.01790012,-16.055,-0.749
6836,75708.461,-105.07611333,39.01789864,-16.133,-0.784
6837,75708.646,-105.07611453,39.01789716,-15.391,-0.769
6838,75708.831,-105.07611573,39.01789569,-15.156,-0.844
6839,75709.014,-105.07611693,39.01789421,-15.312,-0.866
6840,75709.189,-105.07611819,39.01789266,-16.406,-0.816
6841,75709.338,-105.07611926,39.01789135,-16.172,-0.765
6842,75709.500,-105.07612041,39.01788992,-16.406,-0.787
6843,75709.676,-105.07612168,39.01788836,-16.641,-0.751
6844,75709.838,-105.07612284,39.01788694,-17.227,-0.742
6845,75710.000,-105.07612400,39.01788550,-16.406,-0.796
6846,75710.222,-105.07612537,39.01788336,-17.852,-0.786
6847,75710.461,-105.07612685,39.01788104,-18.359,-0.720
6848,75710.667,-105.07612811,39.01787906,-18.398,-0.698
6849,75710.890,-105.07612949,39.01787690,-18.242,-0.693
6850,75711.110,-105.07613081,39.01787486,-17.383,-0.665
6851,75711.296,-105.07613189,39.01787322,-16.211,-0.725
6852,75711.485,-105.07613300,39.01787155,-16.055,-0.711
6853,75711.687,-105.07613417,39.01786976,-17.070,-0.645
6854,75711.875,-105.07613527,39.01786810,-16.641,-0.667
6855,75712.046,-105.07613635,39.01786662,-16.484,-0.719
6856,75712.250,-105.07613792,39.01786492,-16.836,-0.679
6857,75712.437,-105.07613935,39.01786336,-16.250,-0.713
6858,75712.625,-105.07614079,39.01786179,-16.328,-0.797
6859,75712.828,-105.07614235,39.01786010,-17.539,-0.816
6860,75713.016,-105.07614380,39.01785853,-17.383,-0.809
6861,75713.197,-105.07614534,39.01785696,-17.383,-0.823
6862,75713.394,-105.07614702,39.01785525,-17.500,-0.779
6863,75713.560,-105.07614843,39.01785381,-17.891,-0.708
6864,75713.742,-105.07614998,39.01785223,-16.914,-0.774
6865,75713.923,-105.07615152,39.01785066,-16.914,-0.769
6866,75714.111,-105.07615294,39.01784910,-14.531,-0.720
6867,75714.317,-105.07615439,39.01784741,-15.078,-0.744
6868,75714.508,-105.07615572,39.01784585,-16.289,-0.773
6869,75714.698,-105.07615705,39.01784430,-16.445,-0.784
6870,75714.889,-105.07615839,39.01784274,-15.039,-0.864
6871,75715.061,-105.07615945,39.01784139,-16.289,-0.885
6872,75715.262,-105.07616039,39.01783991,-17.500,-0.830
6873,75715.462,-105.07616132,39.01783845,-17.109,-0.758
6874,75715.645,-105.07616218,39.01783711,-16.523,-0.781
6875,75715.831,-105.07616304,39.01783574,-16.641,-0.723
6876,75716.014,-105.07616391,39.01783441,-17.344,-0.655
6877,75716.200,-105.07616493,39.01783313,-16.641,-0.687
6878,75716.384,-105.07616594,39.01783188,-16.797,-0.657
6879,75716.570,-105.07616697,39.01783060,-15.781,-0.669
6880,75716.753,-105.07616798,39.01782935,-15.469,-0.725
6881,75716.955,-105.07616908,39.01782798,-10.664,-0.731
6882,75768.184,-105.07616813,39.01784261,-33.320,-0.959
6883,75768.369,-105.07616776,39.01784289,-27.383,-1.034
6884,75768.554,-105.07616739,39.01784316,-24.023,-1.047
6885,75768.739,-105.07616702,39.01784344,-22.344,-1.052
6886,75768.939,-105.07616662,39.01784374,-21.602,-1.058
6887,75769.119,-105.07616572,39.01784461,-21.562,-0.998
6888,75769.299,-105.07616456,39.01784578,-21.094,-0.989
6889,75769.478,-105.07616340,39.01784694,-20.352,-1.023
6890,75769.657,-105.07616223,39.01784810,-20.039,-1.058
6891,75769.836,-105.07616107,39.01784927,-19.766,-1.084
6892,75770.017,-105.07615989,39.01785050,-19.766,-1.082
6893,75770.230,-105.07615843,39.01785267,-20.195,-1.044
6894,75770.427,-105.07615708,39.01785468,-20.273,-1.031
6895,75770.623,-105.07615574,39.01785667,-20.195,-1.008
6896,75770.821,-105.07615439,39.01785868,-20.156,-0.995
6897,75771.014,-105.07615306,39.01786061,-20.312,-1.008
6898,75771.181,-105.07615175,39.01786192,-20.820,-0.960
6899,75771.348,-105.07615044,39.01786322,-20.820,-0.950
6900,75771.528,-105.07614903,39.01786464,-20.586,-0.979
6901,75771.695,-105.07614772,39.01786595,-20.430,-0.951
6902,75771.876,-105.07614631,39.01786736,-20.352,-0.967
6903,75772.054,-105.07614488,39.01786881,-20.898,-0.960
6904,75772.250,-105.07614321,39.01787054,-21.367,-0.866
6905,75772.465,-105.07614138,39.01787244,-20.977,-0.896
6906,75772.697,-105.07613941,39.01787449,-20.938,-0.889
6907,75772.911,-105.07613759,39.01787638,-20.742,-0.865
6908,75773.110,-105.07613581,39.01787832,-20.859,-0.894
6909,75773.313,-105.07613391,39.01788045,-21.602,-0.827
6910,75773.500,-105.07613217,39.01788242,-21.562,-0.813
6911,75773.672,-105.07613056,39.01788422,-21.406,-0.869
6912,75773.860,-105.07612881,39.01788620,-20.898,-0.914
6913,75774.057,-105.07612719,39.01788820,-20.469,-0.972
6914,75774.225,-105.07612626,39.01788977,-20.820,-0.952
6915,75774.409,-105.07612525,39.01789148,-21.211,-0.920
6916,75774.577,-105.07612432,39.01789306,-20.586,-0.955
