time,lon,lat,CV-1.0m,IV-1.0m,CV-0.5m,IV-0.5m,LineNumber,Smoothed_CV-1.0m,Smoothed_IV-1.0m,Smoothed_CV-0.5m,Smoothed_IV-0.5m,Smoothed_CV-1.0m_corrected,Smoothed_IV-1.0m_corrected,Smoothed_CV-0.5m_corrected,Smoothed_IV-0.5m_corrected
73002.782,-105.07604026,39.01818341,6.133,-0.519,-16.523,-0.909,Line 1,5.965285714285714,-0.5171428571428571,-16.551285714285715,-0.8961428571428571,5.965285714285714,-0.5171428571428571,-16.551285714285715,-0.8961428571428571
73002.969,-105.07604204,39.01818191,5.625,-0.489,-16.797,-0.883,Line 1,5.976428571428571,-0.5141428571428571,-16.171857142857142,-0.8979999999999999,5.976428571428571,-0.5141428571428571,-16.171857142857142,-0.8979999999999999
73003.15,-105.07604328,39.01818074,5.859,-0.504,-16.328,-0.896,Line 1,6.026714285714285,-0.49385714285714283,-15.719857142857142,-0.8935714285714287,6.026714285714285,-0.49385714285714283,-15.719857142857142,-0.8935714285714287
73003.329,-105.07604441,39.01817964,6.25,-0.472,-16.406,-0.892,Line 1,6.0211428571428565,-0.4702857142857143,-15.513285714285715,-0.8819999999999999,6.0211428571428565,-0.4702857142857143,-15.513285714285715,-0.8819999999999999
73003.508,-105.07604555,39.01817853,6.523,-0.423,-14.492,-0.873,Line 1,6.015571428571429,-0.455,-15.368285714285715,-0.8645714285714285,6.015571428571429,-0.455,-15.368285714285715,-0.8645714285714285
73003.702,-105.07604678,39.01817734,5.977,-0.431,-13.477,-0.874,Line 1,6.104857142857142,-0.44485714285714284,-15.223142857142859,-0.8505714285714285,6.104857142857142,-0.44485714285714284,-15.223142857142859,-0.8505714285714285
73003.866,-105.07604782,39.01817632,5.781,-0.454,-14.57,-0.847,Line 1,6.0881428571428575,-0.432,-15.173,-0.8372857142857143,6.0881428571428575,-0.432,-15.173,-0.8372857142857143
73004.063,-105.07604929,39.01817483,6.094,-0.412,-15.508,-0.787,Line 1,5.976571428571428,-0.4228571428571429,-14.849428571428572,-0.8235714285714285,5.976571428571428,-0.4228571428571429,-14.849428571428572,-0.8235714285714285
73004.235,-105.07605098,39.01817299,6.25,-0.418,-15.781,-0.785,Line 1,5.904142857142857,-0.42771428571428566,-14.559285714285716,-0.8162857142857144,5.904142857142857,-0.42771428571428566,-14.559285714285716,-0.8162857142857144
73004.438,-105.07605297,39.01817083,5.742,-0.414,-15.977,-0.803,Line 1,5.937571428571429,-0.43057142857142855,-14.654142857142858,-0.8141428571428572,5.937571428571429,-0.43057142857142855,-14.654142857142858,-0.8141428571428572
73004.625,-105.07605481,39.01816883,5.469,-0.408,-14.141,-0.796,Line 1,5.993428571428572,-0.43,-14.615142857142857,-0.8174285714285715,5.993428571428572,-0.43,-14.615142857142857,-0.8174285714285715
73004.828,-105.07605681,39.01816667,6.016,-0.457,-12.461,-0.822,Line 1,5.959857142857143,-0.44157142857142856,-14.514714285714287,-0.8335714285714285,5.959857142857143,-0.44157142857142856,-14.514714285714287,-0.8335714285714285
73005.017,-105.07605864,39.01816469,6.211,-0.451,-14.141,-0.859,Line 1,5.971000000000001,-0.45000000000000007,-14.291571428571428,-0.848,5.971000000000001,-0.45000000000000007,-14.291571428571428,-0.848
73005.216,-105.07606027,39.01816299,6.172,-0.45,-14.297,-0.87,Line 1,6.082571428571428,-0.45385714285714285,-13.800428571428572,-0.8554285714285715,6.082571428571428,-0.45385714285714285,-13.800428571428572,-0.8554285714285715
73005.417,-105.0760619,39.01816129,5.859,-0.493,-14.805,-0.9,Line 1,6.183,-0.4628571428571429,-13.588285714285714,-0.8662857142857143,6.183,-0.4628571428571429,-13.588285714285714,-0.8662857142857143
73005.616,-105.07606353,39.0181596,6.328,-0.477,-14.219,-0.886,Line 1,6.138285714285714,-0.4637142857142858,-13.878428571428572,-0.8712857142857143,6.138285714285714,-0.4637142857142858,-13.878428571428572,-0.8712857142857143
73005.817,-105.07606517,39.01815789,6.523,-0.441,-12.539,-0.855,Line 1,6.054571428571428,-0.46414285714285713,-13.978857142857143,-0.8677142857142857,6.054571428571428,-0.46414285714285713,-13.978857142857143,-0.8677142857142857
73006.015,-105.0760668,39.01815619,6.172,-0.471,-12.656,-0.872,Line 1,6.015428571428572,-0.469,-14.051428571428572,-0.8661428571428571,6.015428571428572,-0.469,-14.051428571428572,-0.8661428571428571
73006.197,-105.07606847,39.01815433,5.703,-0.463,-14.492,-0.857,Line 1,6.099142857142858,-0.4654285714285714,-13.973285714285714,-0.8551428571428572,6.099142857142858,-0.4654285714285714,-13.973285714285714,-0.8551428571428572
73006.394,-105.07607028,39.01815233,5.625,-0.454,-14.844,-0.834,Line 1,6.054571428571428,-0.4595714285714285,-13.88957142857143,-0.8395714285714285,6.054571428571428,-0.4595714285714285,-13.88957142857143,-0.8395714285714285
73006.576,-105.07607195,39.01815048,5.898,-0.484,-14.805,-0.859,Line 1,6.093714285714285,-0.46071428571428574,-14.040285714285714,-0.8332857142857143,6.093714285714285,-0.46071428571428574,-14.040285714285714,-0.8332857142857143
73006.742,-105.07607347,39.01814879,6.445,-0.468,-14.258,-0.823,Line 1,6.093714285714285,-0.45557142857142857,-14.313714285714285,-0.8265714285714285,6.093714285714285,-0.45557142857142857,-14.313714285714285,-0.8265714285714285
73006.94,-105.07607528,39.01814678,6.016,-0.436,-13.633,-0.777,Line 1,6.054714285714286,-0.4517142857142857,-14.347285714285714,-0.8237142857142857,6.054714285714286,-0.4517142857142857,-14.347285714285714,-0.8237142857142857
73007.123,-105.07607674,39.01814514,6.797,-0.449,-13.594,-0.811,Line 1,6.0881428571428575,-0.4511428571428571,-14.391857142857143,-0.8267142857142857,6.0881428571428575,-0.4511428571428571,-14.391857142857143,-0.8267142857142857
73007.308,-105.07607809,39.0181436,6.172,-0.435,-14.57,-0.825,Line 1,6.177428571428571,-0.43714285714285717,-13.872857142857143,-0.8150000000000001,6.177428571428571,-0.43714285714285717,-13.872857142857143,-0.8150000000000001
73007.508,-105.07607956,39.01814193,5.43,-0.436,-14.727,-0.837,Line 1,6.238857142857142,-0.4267142857142857,-13.487714285714286,-0.8075714285714285,6.238857142857142,-0.4267142857142857,-13.487714285714286,-0.8075714285714285
